clips	text	text_process	pictos	tokens
cefc-cfpb-1000-5-1526	ah je vais peut-être allé jusque là	ah je vais peut-être allé jusque là	[9839, 6632, 8142, 5375]	passé me aller là
cefc-cfpb-1000-5-1072	euh serviable je pense que mes enfants sont aussi serviables que moi ça oui le fait de dire euh ok on va non non	euh serviable je pense que mes enfants sont aussi serviables que moi ça oui le fait de dire euh ok on va non non	[6632, 38796, 11351, 12266, 6975, 36480, 3064, 11351, 6632, 6906, 5584, 9693, 31410, 31672, 8142, 5525]	me penser que mes enfants être baptême que me celle-là oui dire d'accord nous aller non
cefc-cfpb-1000-5-1686	il détecte pas les flammes	il détecte pas les flammes	[6480, 5526, 8477, 4654]	il non les feu
cefc-cfpb-1000-5-979	et d'ailleurs j'en ai encore euh	et d'ailleurs j'en ai encore euh	[11399, 6632, 11709, 32761, 37163]	et me au avoir une_autre_fois
cefc-cfpb-1000-5-1023	sûr c'est sûr ouais	sûr c'est sûr oui	[8715, 37236, 5584]	sûr vérité oui
cefc-cfpb-1000-5-175	euh mm sténo-dactylo en fait je sais pas si ça exis	euh mm sténo-dactylo en fait je sais pas si ça exis	[11258, 37779, 9839, 5526, 28359, 6906]	écrivain quelqu'un passé non si celle-là
cefc-cfpb-1000-5-34	et ton âge au moment de l'enregistrement ben je s je peux calculer	et ton âge au moment de l'enregistrement ben je s je peux calculer	[11399, 12281, 7072, 22633, 7074, 8476, 32996, 6632, 35949, 8518]	et ton âge instant de le archives me pouvoir calculer
cefc-cfpb-1000-5-1027	ah c'est euh m	ah c'est euh m	[7095, 36480]	celui-là être
cefc-cfpb-1000-5-779	mais ils logent pas ici non plus hein	mais ils logent pas ici non plus hein	[11377, 7032, 11605, 5526, 5382]	alors_que ils vivre non ici
cefc-cfpb-1000-5-1215	et c'est c'est c'est assez facile	et c'est c'est c'est assez facile	[11399, 7095, 36480, 7095, 36480, 7095, 36480, 32434]	et celui-là être celui-là être celui-là être facile
cefc-cfpb-1000-5-1494	il y a pas un petit bouquin qui sort pour dire voilà	il y a pas un petit bouquin qui sort pour dire voilà	[9001, 5526, 2627, 4716, 11351, 5568, 7194, 9693]	il_y_a non un petit que sortir pour dire
cefc-cfpb-1000-5-193	non ça va	non ça va	[5525, 11597]	non comment_ça_va
cefc-cfpb-1000-5-1528	et hum il y a quoi comme activité que tu aimes bien faire pendant ton temps libre quand tu es pas euh quand tu as fini à saint-louis	et hum il y a quoi comme activité que tu aimes bien faire pendant ton temps libre quand tu es pas euh quand tu as fini à saint-louis	[11399, 9001, 22620, 12313, 8008, 11351, 9839, 6625, 37721, 5397, 6190, 7081, 12281, 11653, 32874, 6625, 36480, 5526, 32874, 6625, 28429, 7041, 2704]	et il_y_a quoi comme animation que passé toi aimer heureusement faire pendant ton loisir quand toi être non quand toi finir à ville
cefc-cfpb-1000-5-1090	et euh tu vois comment l'avenir pour ta famille et pour tes enfants	et euh tu vois comment l'avenir pour ta famille et pour tes enfants	[11399, 11617, 22619, 8476, 9829, 7194, 12281, 38351, 11399, 7194, 12283, 6975]	et tu_vois comment le prochain pour ton famille et pour à_toi enfants
cefc-cfpb-1000-5-224	et donc après toi tu as pris la suite	et donc après toi tu as pris la suite	[11399, 32749, 6625, 9839, 6625, 10148, 8476, 13080]	et après toi passé toi prendre le suite_
cefc-cfpb-1000-5-731	on va chercher un bonbon hein un paquet de bonbons	on va chercher un bonbon hein un paquet de bonbons	[9829, 31672, 9072, 2627, 8352, 2627, 38946, 7074, 22182]	prochain nous aller_chercher un bonbon un colis de bonbons
cefc-cfpb-1000-5-1321	il y a déjà pas mal de temps	il y a déjà pas mal de temps	[9001, 5521, 22631]	il_y_a beaucoup époque
cefc-cfpb-1000-5-1163	non non pas du tout non non	non non pas du tout non non	[5525]	non
cefc-cfpb-1000-5-83	je l'ai j'irai le chercher	je l'ai j'irai le chercher	[9829, 6632, 8476, 32761, 6632, 8476, 9072]	prochain me le avoir me le aller_chercher
cefc-cfpb-1000-5-995	il y a des il y a des choses qui se passent et qu	il y a des il y a des choses qui se passent et qu	[9001, 5374, 9001, 5374, 11318, 11351, 31999, 11399]	il_y_a plusieurs il_y_a plusieurs truc que passer et
cefc-cfpb-1000-5-1677	je peux voir de chez moi ce que c'est	je peux voir de chez moi ce que c'est	[6632, 35949, 6564, 7074, 6632, 7095, 11351, 7095, 36480]	me pouvoir voir de me celui-là que celui-là être
cefc-cfpb-1000-5-1620	même si c'est après mes heures je m'en fous	même si c'est après mes heures je m'en fous	[4667, 28359, 7095, 36480, 32749, 12266, 7129, 6632, 11709, 32522]	même si celui-là être après mes heure me au zéro
cefc-cfpb-1000-5-395	par con par exemple dans la rue du marais à l'hôpital saint-jean il y avait une église une une chapelle quoi	par con par exemple dans la rue du marais à l'hôpital saint-jean il y avait une église une une chapelle quoi	[7212, 7064, 3417, 7034, 8476, 2299, 7074, 26290, 7041, 8476, 37408, 32452, 9001, 8474, 3118, 8474, 29963, 22620]	par avec ! dans le rue de marais à le hôpital jour_de_la_saint-jean il_y_a une église une chapelle quoi
cefc-cfpb-1000-5-1122	et puis après euh	et puis après euh	[32749]	après
cefc-cfpb-1000-5-420	ben c'est c'est ils étaient un peu déphasés quoi	ben c'est c'est ils étaient un peu déphasés quoi	[9839, 7095, 36480, 7095, 36480, 7032, 36480, 29105, 22620]	passé celui-là être celui-là être ils être seconde quoi
cefc-cfpb-1000-5-747	si tu veux le magasin qui se trouve juste à côté qui était en fait qui appartenait avant enfin qui appartient toujours au cpas de la ville de bruxelles	si tu veux le magasin qui se trouve juste à côté qui était en fait qui appartenait avant enfin qui appartient toujours au cpas de la ville de bruxelles	[28359, 9839, 6625, 5441, 8476, 9116, 11351, 36392, 21381, 36758, 13358, 36480, 11351, 32745, 11351, 32761, 17322, 11709, 37544, 7074, 8476, 23769]	si passé toi vouloir le magasin que se_trouver juste à_côté à_qui_? être que avant que avoir chaque_fois au groupe_parlementaire de le bruxelles
cefc-cfpb-1000-5-620	faut te dire par exemple qu'à saint-josse	faut te dire par exemple qu'à saint-josse	[15523, 6625, 9693, 11351, 7041, 2704, 3417]	devoir toi dire que à ville !
cefc-cfpb-1000-5-659	et il se fait que évidemment le feu ben tu as les carreaux qui pètent	et il se fait que évidemment le feu ben tu as les carreaux qui pètent	[11399, 6480, 6190, 11351, 8476, 4654, 6625, 32761, 8477, 6054, 11351, 25602]	et il faire que le feu toi avoir les carreau que avoir_des_vents
cefc-cfpb-1000-5-1204	et euh le stoemp ça je connais	et euh le stoemp ça je connais	[11399, 8476, 12333, 6906, 16885]	et le association_à_but_non_lucratif celle-là savoir
cefc-cfpb-1000-5-855	et puis je veux dire que c'est comme ça	et puis je veux dire que c'est comme ça	[5441, 9693, 11351, 7095, 36480, 12313, 6906]	vouloir dire que celui-là être comme celle-là
cefc-cfpb-1000-5-410	ont été très perturbés quand ils ont arrêté l'im la m	ont été très perturbés quand ils ont arrêté l'im la m	[25708, 24832, 32874, 7032, 27393, 8476, 24753, 3417, 8476]	trop chahuter quand ils arrêter le contraire ! le
cefc-cfpb-1000-5-983	en fait je dis je vous connais pas tous je vous connais pas	en fait je dis je vous connais pas tous je vous connais pas	[6632, 9693, 7304, 16885, 5526, 5596, 7304, 16885, 5526]	me dire vous savoir non tout vous savoir non
cefc-cfpb-1000-5-56	manage tu mets entre parenthèses manage	manage tu mets entre parenthèses manage	[27033, 6625, 6989, 6491, 3416, 2704]	kidnappeur toi mettre entrer ( ville
cefc-cfpb-1000-5-1560	j'ai vu jamais eu ça pour un une un colloque	j'ai vu jamais eu ça pour un une un colloque	[9839, 6632, 6564, 5527, 32761, 6906, 7194, 2627, 8474, 2627]	passé me voir jamais avoir celle-là pour un une un
cefc-cfpb-1000-5-728	euh il y avait dans la rue des eburons un bollewinkel	euh il y avait dans la rue des eburons un bollewinkel	[9001, 7034, 8476, 2299, 5374, 12333, 2627, 36935]	il_y_a dans le rue plusieurs association_à_but_non_lucratif un haut_du_corps
cefc-cfpb-1000-5-1775	mais qu'on alors qu'on qu'on ne parle pas des gens euh dont j'ai	mais qu'on alors qu'on qu'on ne parle pas des gens euh dont j'ai	[11377, 11351, 31672, 11377, 31672, 11351, 31672, 6517, 5526, 7074, 38444, 6632, 32761]	alors_que que nous alors_que nous que nous parler non de gens me avoir
cefc-cfpb-1000-5-1370	on va dire neuf heures ou huit heures et et dix heures et puis euh de de de quinze heures à dix-neuf heures	on va dire neuf heures ou huit heures et et dix heures et puis euh de de de quinze heures à dix-neuf heures	[9829, 31672, 9693, 29518, 11317, 29512, 11399, 29454, 7074, 29482, 7041, 29506]	prochain nous dire 21:00 ou 20:00 et 10:00 de 15:00 à sept_heures
cefc-cfpb-1000-5-456	et alors en soixante-trois ça quand même pris beaucoup plus d'ampleur d'année en année	et alors en soixante-trois ça quand même pris beaucoup plus d'ampleur d'année en année	[11399, 11709, 29370, 9839, 6906, 10148, 5521, 5508, 7074, 4658, 7074, 6903, 11709, 6903]	et au 63 passé celle-là prendre beaucoup plus_ de grand de année au année
cefc-cfpb-1000-5-185	alors mon ma maman c'est francine depauwe	alors mon ma maman c'est francine depauwe	[12264, 2458, 7095, 36480, 36935]	mon maman celui-là être haut_du_corps
cefc-cfpb-1000-5-1279	c'est c'est une étudiante de chez nous	c'est c'est une étudiante de chez nous	[7095, 36480, 7095, 36480, 8474, 32666, 7074, 31672]	celui-là être celui-là être une étudiant de nous
cefc-cfpb-1000-5-1444	et puis et puis ça arrive et puis qu'est-ce qu'on fait	et puis et puis ça arrive et puis qu'est-ce qu'on fait	[6906, 16807, 3418, 31672, 6190]	celle-là arrive est-ce_que nous faire
cefc-cfpb-1000-5-824	et ils doivent avoir l'hôtel de jeunes rue traversières	et ils doivent avoir l'hôtel de jeunes rue traversières	[11399, 7032, 15523, 32761, 8476, 15730, 7074, 38817, 2704]	et ils devoir avoir le hôtel de jeunes ville
cefc-cfpb-1000-5-252	oui c'est ce que je fais de temps en temps c'est à dire que pour faire le break quand j'en ai ras-le-bol je vais à la mer	oui c'est ce que je fais de temps en temps c'est à dire que pour faire le break quand j'en ai ras-le-bol je vais à la mer	[5584, 7095, 36480, 7095, 11351, 6632, 6190, 27564, 7095, 36480, 7041, 9693, 11351, 7194, 6190, 8476, 32874, 6632, 11709, 32761, 30620, 6632, 8142, 7041, 8476, 2925]	oui celui-là être celui-là que me faire épisodiquement celui-là être à dire que pour faire le quand me au avoir avoir_mal me aller à le mer
cefc-cfpb-1000-5-958	et je sais pas qui est la fille jusque-là tout tout	et je sais pas qui est la fille jusque-là tout tout	[11399, 5526, 9857, 36480, 8476, 32845, 5596]	et non anonymes être le fille tout
cefc-cfpb-1000-5-229	et il a fallu gérer des petits des petits trucs quoi	et il a fallu gérer des petits des petits trucs quoi	[11399, 32761, 15523, 8994, 5374, 4571, 5374, 4571, 11318, 22620]	et avoir devoir guider plusieurs inférieur plusieurs inférieur truc quoi
cefc-cfpb-1000-5-1367	mais c'est vrai que euh bon	mais c'est vrai que euh bon	[11377, 7095, 36480, 5584, 11351, 34641]	alors_que celui-là être oui que exact
cefc-cfpb-1000-5-505	un vieux un echte comme on dit un gars qui est né dans bruxelles euh évidemment	un vieux un echte comme on dit un gars qui est né dans bruxelles euh évidemment	[2627, 25796, 2627, 37792, 12313, 9839, 31672, 9693, 2627, 31268, 11351, 37980, 7034, 23769]	un vieux un menteur comme passé nous dire un garçon_en_sous-vêtement que naître dans bruxelles
cefc-cfpb-1000-5-672	et le p le le p	et le p le le p	[11399, 8476]	et le
cefc-cfpb-1000-5-178	je sais pas vraiment je sais qu'elle fait de la la t euh sténo-dactylo de la comptabilité	je sais pas vraiment je sais qu'elle fait de la la t euh sténo-dactylo de la comptabilité	[5526, 6632, 16885, 11351, 8476, 36935, 37779, 7074, 8476, 37779]	non me savoir que le haut_du_corps quelqu'un de le quelqu'un
cefc-cfpb-1000-5-1544	mais tu vois comme ce matin	mais tu vois comme ce matin	[11377, 11617, 12313, 7095, 25704]	alors_que tu_vois comme celui-là matin
cefc-cfpb-1000-5-1127	on arrête on veut faire autre chose	on arrête on veut faire autre chose	[31672, 27393, 31672, 5441, 6190, 17054, 11318]	nous arrêter nous vouloir faire autre truc
cefc-cfpb-1000-5-679	et en fait c'est grâce à l'innovation à l'incendie de l'innovation qu'on a pu mettre en fait d'une d'une catastrophe	et en fait c'est grâce à l'innovation à l'incendie de l'innovation qu'on a pu mettre en fait d'une d'une catastrophe	[11399, 7095, 36480, 37160, 7041, 8476, 14678, 7041, 8476, 21929, 7074, 8476, 14678, 11351, 9839, 31672, 35949, 6989, 7074, 8474, 7074, 8474, 25052]	et celui-là être besoin à le conception_universelle à le incendie de le conception_universelle que passé nous pouvoir mettre de une de une catastrophe
cefc-cfpb-1000-5-1265	j'ai j'ai fait à etterbeek	j'ai j'ai fait à etterbeek	[9839, 6632, 32761, 6632, 6190, 7041, 2704]	passé me avoir me faire à ville
cefc-cfpb-1000-5-1352	ouais ouais je pense qu'elle était moins présente avant ouais	oui oui je pense qu'elle était moins présente avant oui	[5584, 9839, 6632, 38796, 11351, 7028, 36480, 5512, 9848, 32745, 5584]	oui passé me penser que elle être minimum courant avant oui
cefc-cfpb-1000-5-451	et en fait on a créé la première année on a créé euh l les les les premiers euh candidats euh pour être euh université après	et en fait on a créé la première année on a créé euh l les les les premiers euh candidats euh pour être euh université après	[11399, 9839, 31672, 11698, 8476, 4726, 6903, 31672, 11698, 8477, 37752, 15720, 7194, 36480, 15537, 32749]	et passé nous produire le premier année nous produire les première_fois candidats pour être université après
cefc-cfpb-1000-5-376	tu sentais le café partout	tu sentais le café partout	[9839, 6625, 25275, 8476, 28889]	passé toi sentir le café
cefc-cfpb-1000-5-616	ça c'est c'est ce qui fait	ça c'est c'est ce qui fait	[6906, 7095, 36480, 7095, 36480, 7095, 11351, 6190]	celle-là celui-là être celui-là être celui-là que faire
cefc-cfpb-1000-5-623	ouais quand même donc ça veut dire beaucoup de langues différentes	oui quand même donc ça veut dire beaucoup de langues différentes	[5584, 6906, 5441, 9693, 5521, 7074, 2944, 32394]	oui celle-là vouloir dire beaucoup de langue différent
cefc-cfpb-1000-5-878	j'ai plein de de connaissances plein d'amis là-bas	j'ai plein de de connaissances plein d'amis là-bas	[6632, 32761, 22629, 8456, 22629, 25792, 5375]	me avoir grand_chose connaître grand_chose relation là
cefc-cfpb-1000-5-1137	pas mal je veux dire que c'est le jour et la nuit quoi	pas mal je veux dire que c'est le jour et la nuit quoi	[5397, 5441, 9693, 11351, 7095, 36480, 8476, 21018, 22620]	heureusement vouloir dire que celui-là être le jour_et_nuit quoi
cefc-cfpb-1000-5-890	donc mais voilà c'est sympa ouais ouais	donc mais voilà c'est sympa oui oui	[11377, 7095, 36480, 37800, 5584]	alors_que celui-là être adorable oui
cefc-cfpb-1000-5-1580	mais j'ai je n'ai enfin moi	mais j'ai je n'ai enfin moi	[11377, 6632, 32761, 6632, 32761, 6632]	alors_que me avoir me avoir me
cefc-cfpb-1000-5-1487	comment les étrangers viennent visiter notre capitale hein	comment les étrangers viennent visiter notre capitale hein	[22619, 8477, 9853, 32669, 35439, 12268]	comment les méconnu venir faire_la_visite notre
cefc-cfpb-1000-5-1075_1	et euh	et euh	[11399]	et
cefc-cfpb-1000-5-1588	et je me suis fâché avec lui	et je me suis fâché avec lui	[11399, 9839, 6632, 4634, 31670]	et passé me se_disputer il
cefc-cfpb-1000-5-1454	on faisait des jeux dans le bon marché	on faisait des jeux dans le bon marché	[9839, 31672, 6190, 5374, 9810, 7034, 8476, 4574]	passé nous faire plusieurs jeu dans le bon_marché
cefc-cfpb-1000-5-1452	on faisait des des acti	on faisait des des acti	[9839, 31672, 6190, 5374, 4610]	passé nous faire plusieurs nourriture
cefc-cfpb-1000-5-1653	c'est comme les secrétaires hein	c'est comme les secrétaires hein	[7095, 36480, 12313, 8477, 4742]	celui-là être comme les secrétaire
cefc-cfpb-1000-5-881	j'ai j'ai trois ou quatre jeunes là	j'ai j'ai trois ou quatre jeunes là	[6632, 32761, 6632, 32761, 2629, 11317, 2630, 38817, 5375]	me avoir me avoir trois ou quatre jeunes là
cefc-cfpb-1000-5-1713_1	mais bon voilà	mais bon voilà	[3417]	!
cefc-cfpb-1000-5-1371	on va augmenter les trains	on va augmenter les trains	[9829, 31672, 19572, 8477, 2603]	prochain nous augmenter les trains
cefc-cfpb-1000-5-27	attends on va faire comme ça	attends on va faire comme ça	[28677, 9829, 31672, 6190, 12313, 6906, 3417]	attendre prochain nous faire comme celle-là !
cefc-cfpb-1000-5-344	euh non c'est pas quelque chose qui m'appartient	euh non c'est pas quelque chose qui m'appartient	[5525, 7095, 36480, 5526, 11318, 11351, 6632, 36480]	non celui-là être non truc que me être
