clips	text	text_process	pictos	tokens
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-35	mais derrière le danger était là menaçant s'approchant	mais derrière le danger était là menaçant s'approchant	[11377, 5443, 8476, 25315, 36480, 5375, 6879]	alors_que derrière le danger être là approcher
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-31	enfin ils sont arrivés devant une rivière	enfin ils sont arrivés devant une rivière	[9839, 7032, 16807, 5438, 8474, 2811]	passé ils arrive devant une rivière
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-25	affaiblis attristés les gens continuaient	affaiblis attristés les gens continuaient	[7286, 8477, 38444, 24998, 3417]	consterner les gens continuer !
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-5	l'histoire d'une femme reine noire	l'histoire d'une femme reine noire	[8476, 32634, 7074, 8474, 24621, 5559, 2886]	le histoire de une femme reine noir
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-29	l'histoire d'une femme reine noire	l'histoire d'une femme reine noire	[8476, 32634, 7074, 8474, 24621, 5559, 2886]	le histoire de une femme reine noir
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-76	baoulé veut dire l'enfant est mort encore aujourd'hui en souvenir de ce sacrifice	baoulé veut dire l'enfant est mort encore aujourd'hui en souvenir de ce sacrifice	[9839, 5441, 9693, 8476, 7176, 32250, 37163, 38276, 11709, 37369, 7074, 7095, 30857]	passé vouloir dire le garçon décéder une_autre_fois aujourd'hui au se_souvenir de celui-là sacrifice
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-66	puis les guerriers tout le peuple	puis les guerriers tout le peuple	[8477, 37121, 5596, 8476, 38444]	les guerrier_ibérique tout le gens
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-10	la reine qui se nommait pokou	la reine qui se nommait pokou	[8476, 5559, 9839, 11351, 38570, 36935]	le reine passé que nom haut_du_corps
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-37	hada réciter des formules tletlo tletlo	hada réciter des formules tletlo tletlo	[5374, 27768, 36935]	plusieurs formule haut_du_corps
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-17	et tout à la fin la reine qui était aussi une mère elle portait dans son dos son fils de six mois	et tout à la fin la reine qui était aussi une mère elle portait dans son dos son fils de six mois	[11399, 5596, 7041, 8476, 37064, 8476, 5559, 9839, 11351, 36480, 8474, 31148, 7028, 6553, 7034, 12272, 2748, 12272, 9887, 7074, 2632, 37724]	et tout à le fin le reine passé que être une mère elle porter dans son dos son fils de six mois
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-52	et il a montré l'enfant qui était dans le dos de pokou	et il a montré l'enfant qui était dans le dos de pokou	[11399, 9839, 6480, 16823, 8476, 7176, 11351, 36480, 7034, 8476, 2748, 7074, 36935]	et passé il montrer le garçon que être dans le dos de haut_du_corps
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-14	ils ravageaient tout sur leur passage	ils ravageaient tout sur leur passage	[9839, 7032, 25056, 5596, 5451, 12274]	passé ils détruire tout sur leur
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-55	son boubou pris son enfant dans ses mains	son boubou pris son enfant dans ses mains	[9839, 12272, 37779, 10148, 12272, 7176, 7034, 12276, 9830]	passé son quelqu'un prendre son garçon dans ses mains
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-64	est revenue en eux	est revenue en eux	[6630, 11709, 7033]	retourner au eux
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-73	alors elle les a regardés	alors elle les a regardés	[9839, 7028, 8477, 6564]	passé elle les voir
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-50	et d'ivoire on a regardé la rivière	et d'ivoire on a regardé la rivière	[11399, 7074, 9839, 31672, 6564, 8476, 2811]	et de passé nous voir le rivière
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-38	tletlo puis il a regardé le peuple	tletlo puis il a regardé le peuple	[37779, 9839, 6480, 6564, 8476, 38444]	quelqu'un passé il voir le gens
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-1	il y a pas longtemps j'ai eu la chance d'aller en afrique pour quelques mois en afrique du nord en afrique de l'ouest	il y a pas longtemps j'ai eu la chance d'aller en afrique pour quelques mois en afrique du nord en afrique de l'ouest	[9001, 5526, 37678, 9839, 6632, 32761, 11164, 7074, 8142, 11709, 5364, 7194, 36513, 37724, 11709, 8178, 11709, 8179]	il_y_a non longtemps passé me avoir chance de aller au afrique pour n'importe_qui mois au nord au ouest
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-2	ce soir je vais vous raconter une histoire qu'on m'a racontée là-bas pour rendre hommage à la personne qui me l'a racontée pour rendre hommage à l'histoire	ce soir je vais vous raconter une histoire qu'on m'a racontée là-bas pour rendre hommage à la personne qui me l'a racontée pour rendre hommage à l'histoire	[26997, 9839, 6632, 8142, 7304, 6469, 11351, 31672, 6632, 6461, 5375, 7194, 9026, 37369, 7041, 8476, 34560, 11351, 6632, 8476, 6461, 7194, 9026, 6461, 7041, 8476, 32634]	nuit passé me aller vous raconter_une_histoire que nous me raconter là pour rendre se_souvenir à le personne que me le raconter pour rendre raconter à le histoire
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-20	le sanglier s'enfuyait le lion ne s'approchait pas le singe	le sanglier s'enfuyait le lion ne s'approchait pas le singe	[9839, 8476, 2965, 31015, 8476, 25187, 6879, 5526, 8476, 2477]	passé le cochon_sauvage s'enfuir le lion approcher non le singe
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-8	vivait au bord du lac enkam	vivait au bord du lac enkam	[11605, 11709, 19526, 7074, 2704, 3417]	vivre au bord de ville !
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-49	les femmes se sont avancées à leur tour elles ont jeté les bracelets d'or	les femmes se sont avancées à leur tour elles ont jeté les bracelets d'or	[9839, 8477, 32364, 2432, 7041, 12274, 34165, 7030, 36673, 8477, 2537, 7074, 6161]	passé les femmes partir à leur tour elles jeter les bracelets de or
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-70	quittait le dos d'un hippopotame	quittait le dos d'un hippopotame	[11576, 8476, 2748, 7074, 2627, 2424, 3417]	proposer le dos de un hippopotame !
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-74	elle leur a dit nous sommes sauvés	elle leur a dit nous sommes sauvés	[9839, 7028, 12274, 9693, 31672, 38316]	passé elle leur dire nous sauver
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-45	mais la rivière ne s'est pas calmée	mais la rivière ne s'est pas calmée	[11377, 9839, 8476, 2811, 32780, 5526]	alors_que passé le rivière se_calmer non
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-33	allaient jusqu'à la cime des arbres les eaux	allaient jusqu'à la cime des arbres les eaux	[8142, 7771, 8476, 38002, 7074, 2256, 8477, 2248, 3417]	aller jusqu’à le cime de arbres les eau_minérale !
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-75	mais baoulé en entendant ce mot sa tribu a décidé de porter son nom	mais baoulé en entendant ce mot sa tribu a décidé de porter son nom	[11377, 2704, 11709, 6572, 7095, 9837, 12272, 37861, 7074, 6553, 12272, 38570]	alors_que ville au entendre celui-là mot son décider de porter son nom
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-43	se sont rapprochés ont jeté leur arme	se sont rapprochés ont jeté leur arme	[36480, 6879, 36673, 12274, 7087]	être approcher jeter leur arme
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-9	une tribu paisible de nos frères	une tribu paisible de nos frères	[8474, 30241, 38931, 7074, 12268, 34511]	une buisson discrète de notre fratrie
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-16	et a décidé de fuir les femmes devant les vieillards ensuite puis les guerriers	et a décidé de fuir les femmes devant les vieillards ensuite puis les guerriers	[11399, 37861, 7074, 38017, 8477, 32364, 5438, 8477, 32749, 8477, 37121]	et décider de s'échapper les femmes devant les après les guerrier_ibérique
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-21	partait de branche en branche	partait de branche en branche	[2432, 7074, 7224, 11709, 7224, 3417]	partir de branche au branche !
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-56	et l'a amené juste au niveau de la berge	et l'a amené juste au niveau de la berge	[11399, 8476, 7280, 21381, 9819, 8476]	et le apporter juste place le
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-15	le peuple de pokou s'est réuni	le peuple de pokou s'est réuni	[9839, 8476, 38444, 7074, 2704, 12289]	passé le gens de ville réunir
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-72	lorsqu'elle est arrivée sur la berge tout son peuple l'acclamait	lorsqu'elle est arrivée sur la berge tout son peuple l'acclamait	[24053, 9839, 7028, 16807, 5451, 8476, 5596, 12272, 38444, 8476, 26615]	quand passé elle arrive sur le tout son gens le acclamer
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-68	ils ont attendu leur reine	ils ont attendu leur reine	[9839, 7032, 28677, 12274, 5559]	passé ils attendre leur reine
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-57	puis elle lui a souri	puis elle lui a souri	[9839, 7028, 6481, 13354]	passé elle lui rire
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-36	alors le sorcier s'est mis par terre et a commencé à prier tracer des signes	alors le sorcier s'est mis par terre et a commencé à prier tracer des signes	[9839, 8476, 25875, 6989, 7212, 3160, 11399, 5431, 7041, 8195, 15475, 5374, 32592]	passé le sorcier mettre par terre et commencer à prier tracer plusieurs geste
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-65	les femmes sont passées d'abord les vieillards ensuite	les femmes sont passées d'abord les vieillards ensuite	[9839, 8477, 32364, 31999, 32745, 8477, 32749]	passé les femmes passer avant les après
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-12	elle était généreuse	elle était généreuse	[9839, 7028, 36480, 26533]	passé elle être cueillette
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-23	on essayait de fuir toujours de l'avant au début les broussailles	on essayait de fuir toujours de l'avant au début les broussailles	[9839, 31672, 26144, 7074, 38017, 17322, 7074, 8476, 32745, 5431, 8477]	passé nous essayer de s'échapper chaque_fois de le avant commencer les
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-51	mais rien ne s'est calmé le sorcier à nouveau s'est posé voici ce que nous avons de plus cher	mais rien ne s'est calmé le sorcier à nouveau s'est posé voici ce que nous avons de plus cher	[11377, 9839, 29839, 32780, 8476, 25875, 37163, 25353, 16823, 7095, 11351, 31672, 32761, 4589]	alors_que passé rien se_calmer le sorcier une_autre_fois se_poser montrer celui-là que nous avoir cher
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-46	alors le sorcier a recommencé tletlo	alors le sorcier a recommencé tletlo	[9839, 8476, 25875, 5431, 36935]	passé le sorcier commencer haut_du_corps
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-59	aussitôt la rivière s'est calmée on a vu un énorme hippopotame se dresser et courber son dos	aussitôt la rivière s'est calmée on a vu un énorme hippopotame se dresser et courber son dos	[13026, 9839, 8476, 2811, 32780, 31672, 6564, 2627, 4658, 2424, 11399, 10144, 12272, 2748]	désormais passé le rivière se_calmer nous voir un grand hippopotame et baisser_le_couvercle son dos
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-32	et là ils ont constaté que celle-ci remuait en tous sens des torrents	et là ils ont constaté que celle-ci remuait en tous sens des torrents	[11399, 5375, 9839, 7032, 11351, 7095, 5981, 11709, 5596, 30196, 7074]	et là passé ils que celui-là remuer au tout sens de
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-34	se fracassaient contre les rochers impossible d'avancer impossible de passer	se fracassaient contre les rochers impossible d'avancer impossible de passer	[7067, 8477, 31131, 24753, 37861, 7074, 2432, 24753, 37861, 7074, 31999]	contre les rocher contraire décider de partir contraire décider de passer
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-58	et elle a plongé dans les eaux tumultueuses	et elle a plongé dans les eaux tumultueuses	[11399, 9839, 7028, 31458, 7034, 8477, 2248]	et passé elle plongeon dans les eau_minérale
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-18	et la longue colonne est partie à travers la brousse	et la longue colonne est partie à travers la brousse	[11399, 8476, 26162, 9839, 31308, 2432, 8274, 8476, 5567]	et le long passé colonne partir à_travers_ le savane
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-48	nous devons donner ce que nous avons de plus cher	nous devons donner ce que nous avons de plus cher	[31672, 15523, 17040, 7095, 11351, 31672, 32761, 4589]	nous devoir donner celui-là que nous avoir cher
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-19	l'ennemi les talonnait sur leur passage	l'ennemi les talonnait sur leur passage	[9839, 8476, 8477, 37136, 5451, 12274]	passé le les menacer sur leur
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-13	et d'une splendide beauté un matin de nombreux guerriers sont arrivés comme des gnous immigrants au moment de la pluie	et d'une splendide beauté un matin de nombreux guerriers sont arrivés comme des gnous immigrants au moment de la pluie	[11399, 7074, 8474, 11194, 2627, 25704, 7074, 7168, 9839, 16807, 12313, 5374, 29694, 25644, 22633, 7074, 8476, 3123]	et de une beau un matin de nombreux passé arrive comme plusieurs gnou immigrer instant de le pluie
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-47	tletlo tletlo l'eau est mauvaise l'eau est mauvaise	tletlo tletlo l'eau est mauvaise l'eau est mauvaise	[37779, 36935, 8476, 6889, 36480, 5504, 8476, 6889, 36480, 5504]	quelqu'un haut_du_corps le eau être pas_d'accord le eau être pas_d'accord
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-71	celui-ci s'en allait dans les profondeurs de la rivière	celui-ci s'en allait dans les profondeurs de la rivière	[9839, 7091, 21793, 7034, 8477, 7074, 8476, 2811]	passé cet s'en_aller dans les de le rivière
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-41	nous devons donner ce que nous avons de plus cher	nous devons donner ce que nous avons de plus cher	[31672, 15523, 17040, 7095, 11351, 31672, 32761, 4589]	nous devoir donner celui-là que nous avoir cher
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-67	s'est agenouillé sur la berge d'en face	s'est agenouillé sur la berge d'en face	[36480, 36492, 5451, 8476, 11709, 27365]	être poser_un_genou_à_terre sur le au en_face
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-24	et les épines déchiraient les pagnes puis les chairs	et les épines déchiraient les pagnes puis les chairs	[11399, 9839, 8477, 39007, 2545, 8477, 8477]	et passé les épine arracher les les
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-54	alors elle a défait	alors elle a défait	[9839, 7028, 5440]	passé elle défaire
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-77	les baoulé vivent en côte d'ivoire	les baoulé vivent en côte d'ivoire	[8477, 11605, 11709, 26778]	les vivre au côte_d'ivoire
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-11	régnait en maître sur les habitants	régnait en maître sur les habitants	[11709, 2457, 5451, 8477, 26529, 3417]	au maître sur les voisins !
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-69	pokou a été la dernière à passer lorsque son pied	pokou a été la dernière à passer lorsque son pied	[9839, 36935, 36480, 8476, 4765, 7041, 31999, 24053, 12272, 25327]	passé haut_du_corps être le dernier à passer quand son pied
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-22	l'ennemi s'approchait toujours plus	l'ennemi s'approchait toujours plus	[9839, 8476, 6879, 17322, 5508]	passé le approcher chaque_fois plus_
cefc-frenchoralnarrative-Bizouerne_055-5_POKOU_2-26	on entendait le cri retentir juste derrière qui s'approchait qui s'approchait	on entendait le cri retentir juste derrière qui s'approchait qui s'approchait	[9839, 31672, 6572, 8476, 37924, 31352, 21381, 5443, 9857, 6879, 11351, 6879]	passé nous entendre le appel retentir juste derrière anonymes approcher que approcher
cefc-frenchoralnarrative-Bizouerne_061-7_LE_VAMPIRE-101	et puis à la fin de la soirée il lui dit tu veux bien me raccompagner marusia juste devant	et puis à la fin de la soirée il lui dit tu veux bien me raccompagner marusia juste devant	[7041, 8476, 37064, 7074, 8476, 24963, 6480, 6481, 9693, 6625, 5441, 5397, 6632, 37485, 36935, 21381, 5438]	à le fin de le soirée il lui dire toi vouloir heureusement me emmener haut_du_corps juste devant
cefc-frenchoralnarrative-Bizouerne_061-7_LE_VAMPIRE-194	et lui a dit tout ce qu'il avait vu	et lui a dit tout ce qu'il avait vu	[11399, 6481, 9693, 5596, 7095, 11351, 6480, 6564]	et lui dire tout celui-là que il voir
cefc-frenchoralnarrative-Bizouerne_061-7_LE_VAMPIRE-223	c'est vrai qu'elle en a beaucoup de qualités	c'est vrai qu'elle en a beaucoup de qualités	[7095, 36480, 5584, 11351, 7028, 11709, 32761, 5521, 7074, 32584]	celui-là être oui que elle au avoir beaucoup de caractéristique
cefc-frenchoralnarrative-Bizouerne_061-7_LE_VAMPIRE-244	elle elle a fait	elle elle a fait	[9839, 7028, 6190]	passé elle faire
cefc-frenchoralnarrative-Bizouerne_061-7_LE_VAMPIRE-215	et on parlait on se vantait on buvait	et on parlait on se vantait on buvait	[11399, 9839, 31672, 6517, 31672, 31672, 6061]	et passé nous parler nous nous boire
cefc-frenchoralnarrative-Bizouerne_061-7_LE_VAMPIRE-39	est-ce que tu veux m'épouser marusia	est-ce que tu veux m'épouser marusia	[3418, 6625, 5441, 6632, 6965, 2704]	est-ce_que toi vouloir me marier ville
cefc-frenchoralnarrative-Bizouerne_061-7_LE_VAMPIRE-26	il est rentré il était grand	il est rentré il était grand	[9839, 6480, 29714, 6480, 36480, 4658]	passé il rentrer_à_la_maison il être grand
cefc-frenchoralnarrative-Bizouerne_061-7_LE_VAMPIRE-159	le pope a promis en fin d'après-midi	le pope a promis en fin d'après-midi	[9839, 8476, 37779, 37046, 11709, 37064, 7074, 7268]	passé le quelqu'un promettre au fin de après-midi
